"Date","Price","Open","High","Low","Vol.","Change %"
"01/14/2025","21,450.0","21,499.0","22,000.0","21,400.0","0.06K","0.23%"
"01/13/2025","21,400.0","21,700.0","22,399.0","21,101.0","0.07K","2.39%"
"01/10/2025","20,900.0","21,298.0","21,800.0","20,900.0","0.02K","0.43%"
"01/09/2025","20,811.0","21,199.9","21,200.0","20,808.1","0.05K","-0.90%"
"01/08/2025","21,000.0","21,000.0","21,294.9","21,000.0","0.04K","-1.36%"
"01/07/2025","21,290.0","21,499.0","21,499.0","20,725.1","0.03K","1.38%"
"01/06/2025","21,000.0","20,993.0","21,330.4","20,800.0","0.07K","-0.94%"
"01/03/2025","21,200.0","21,420.0","21,420.0","20,850.0","0.07K","-0.19%"
"01/02/2025","21,240.0","21,000.0","21,699.0","21,000.0","0.02K","0.09%"
"01/01/2025","21,220.0","21,305.1","21,800.0","20,805.0","0.08K","-0.14%"
"12/31/2024","21,250.1","21,400.0","21,400.0","21,200.0","0.02K","-1.16%"
"12/30/2024","21,500.0","21,589.0","22,000.0","20,600.0","0.12K","3.71%"
"12/27/2024","20,730.0","20,601.0","21,289.0","20,600.0","0.11K","-0.12%"
"12/26/2024","20,755.0","20,600.0","21,400.0","20,600.0","0.10K","-1.17%"
"12/24/2024","21,000.0","21,100.0","21,100.0","21,000.0","0.03K","-0.47%"
"12/23/2024","21,100.0","21,399.0","21,399.0","20,500.1","0.03K","-1.40%"
"12/20/2024","21,400.0","20,786.0","21,400.0","20,776.0","0.02K","4.38%"
"12/19/2024","20,502.0","21,000.0","21,499.0","20,501.0","0.05K","-1.90%"
"12/18/2024","20,900.0","21,400.0","21,487.0","20,800.0","0.05K","-0.48%"
"12/17/2024","21,000.0","20,480.0","22,000.0","20,480.0","0.20K","0.53%"
"12/16/2024","20,890.0","21,400.0","21,599.0","20,502.1","0.08K","-0.41%"
"12/13/2024","20,975.0","20,999.0","21,100.2","20,600.1","0.14K","1.08%"
"12/12/2024","20,750.2","20,600.0","20,975.0","20,600.0","0.03K","-0.24%"
"12/11/2024","20,800.0","20,944.0","20,944.0","20,357.0","0.06K","2.31%"
"12/10/2024","20,330.6","20,300.1","21,000.0","20,300.1","0.09K","-1.75%"
"12/09/2024","20,693.0","20,305.0","20,695.0","20,300.0","0.08K","-0.75%"
"12/06/2024","20,850.0","20,750.0","20,999.9","19,012.0","0.20K","0.72%"
"12/05/2024","20,700.0","20,189.0","20,900.0","20,189.0","0.06K","2.48%"
"12/04/2024","20,200.0","19,865.1","20,400.0","19,865.1","0.08K","1.69%"
"12/03/2024","19,865.1","20,400.0","20,400.0","19,810.0","0.06K","0.33%"
"12/02/2024","19,800.0","19,200.0","21,444.0","19,200.0","0.24K","1.28%"
"11/29/2024","19,550.0","19,005.6","19,900.0","17,600.0","0.05K","0.28%"
"11/28/2024","19,495.0","19,500.0","19,500.0","19,101.6","0.05K","0.75%"
"11/27/2024","19,350.0","19,019.3","20,921.3","19,019.3","0.10K","1.31%"
"11/26/2024","19,100.0","19,489.0","19,489.0","18,825.0","0.29K","-1.03%"
"11/25/2024","19,299.0","19,220.0","19,300.0","19,120.0","0.08K","1.57%"
"11/22/2024","19,001.0","19,399.0","19,500.0","18,983.0","0.13K","-0.52%"
"11/21/2024","19,100.0","19,499.9","19,499.9","18,800.0","0.05K","-0.01%"
"11/20/2024","19,101.0","19,250.0","19,250.0","19,000.2","0.04K","0.01%"
"11/19/2024","19,100.0","18,910.0","19,144.0","18,910.0","0.05K","-0.26%"
"11/18/2024","19,150.0","19,500.0","19,500.0","18,615.0","0.04K","-0.10%"
"11/15/2024","19,170.0","19,000.0","19,210.0","19,000.0","0.04K","1.40%"
"11/14/2024","18,905.5","19,499.0","19,499.0","18,860.0","0.12K","0.03%"
"11/13/2024","18,899.0","18,775.0","19,060.0","18,771.0","0.05K","-0.95%"
"11/12/2024","19,079.9","18,755.0","19,198.0","18,755.0","0.04K","-0.07%"
"11/11/2024","19,094.0","19,200.0","19,200.0","18,745.0","0.04K","-0.03%"
"11/08/2024","19,100.0","18,705.0","19,495.0","18,705.0","0.02K","1.43%"
"11/07/2024","18,831.0","19,200.0","19,200.0","18,755.0","0.07K","-0.37%"
"11/06/2024","18,900.0","18,736.4","19,206.0","18,701.0","0.10K","1.61%"
"11/05/2024","18,601.0","19,200.0","19,500.0","17,299.7","0.24K","-3.12%"
"11/04/2024","19,200.0","19,999.0","19,999.0","18,500.0","0.15K","0.00%"
"11/01/2024","19,200.0","19,000.0","19,299.0","18,210.0","0.19K","0.00%"
"10/31/2024","19,200.0","19,750.0","19,750.0","19,000.0","0.12K","1.19%"
"10/30/2024","18,975.0","19,750.0","19,799.0","18,705.0","0.04K","-1.07%"
"10/29/2024","19,180.0","19,500.0","19,500.0","18,561.0","0.05K","0.42%"
"10/28/2024","19,100.0","18,800.0","19,800.0","18,800.0","0.26K","2.14%"
"10/25/2024","18,700.0","18,600.0","18,840.0","17,500.0","0.22K","1.63%"
